"Compound","DrugBank ID","Affinity"
"5'-FLUORO-2',5'-DIDEOXYADENOSINE","DB07170",-6.5
"N-(3-cyano-4,5,6,7-tetrahydro-1-benzothien-2-yl)-2-fluorobenzamide","DB07217",-6.5
"METHYL N-({(2S,3S)-3-[(PROPYLAMINO)CARBONYL]OXIRAN-2-YL}CARBONYL)-L-ISOLEUCYL-L-PROLINATE","DB07223",-6.5
"2-(5-CHLORO-2-THIENYL)-N-{(3S)-1-[(1S)-1-METHYL-2-MORPHOLIN-4-YL-2-OXOETHYL]-2-OXOPYRROLIDIN-3-YL}ETHANESULFONAMIDE","DB07277",-6.5
"4-{[(1R,2S)-1,2-dihydroxy-2-methyl-3-(4-nitrophenoxy)propyl]amino}-2-(trifluoromethyl)benzonitrile","DB07421",-6.5
"2-({[4-bromo-3-(diethylsulfamoyl)phenyl]carbonyl}amino)benzoic acid","DB07429",-6.5
"(3R)-3-(aminomethyl)-9-methoxy-1,2,3,4-tetrahydro-5H-[1]benzothieno[3,2-e][1,4]diazepin-5-one","DB07431",-6.5
"1-(5-BROMO-PYRIDIN-2-YL)-3-[2-(6-FLUORO-2-HYDROXY-3-PROPIONYL-PHENYL)-CYCLOPROPYL]-UREA","DB07451",-6.5
"N-(4-{[amino(imino)methyl]amino}butyl)-2,4'-bi-1,3-thiazole-4-carboxamide","DB07499",-6.5
"PHENYL-5-(1H-PYRAZOL-3-YL)-1,3-THIAZOLE","DB07614",-6.5
"2-{[4-(TRIFLUOROMETHOXY)BENZOYL]AMINO}ETHYL DIHYDROGEN PHOSPHATE","DB07745",-6.5
"2-({[4-(TRIFLUOROMETHOXY)PHENYL]SULFONYL}AMINO)ETHYL DIHYDROGEN PHOSPHATE","DB07748",-6.5
"(9aS)-4-bromo-9a-butyl-7-hydroxy-1,2,9,9a-tetrahydro-3H-fluoren-3-one","DB07757",-6.5
"4-(N-ACETYLAMINO)-3-[N-(2-ETHYLBUTANOYLAMINO)]BENZOIC ACID","DB07762",-6.5
"N-[3-(N'-HYDROXYCARBOXAMIDO)-2-(2-METHYLPROPYL)-PROPANOYL]-O-TYROSINE-N-METHYLAMIDE","DB07926",-6.5
"L-alanyl-N-[(1S,2R)-1-benzyl-2-hydroxypropyl]-L-alaninamide","DB08038",-6.5
"5'-{[4-(aminooxy)butyl](methyl)amino}-5'-deoxy-8-ethenyladenosine","DB08163",-6.5
"4-(4-propoxy-1H-pyrrolo[2,3-b]pyridin-3-yl)pyrimidin-2-amine","DB08182",-6.5
"7-[2-METHOXY-1-(METHOXYMETHYL)ETHYL]-7H-PYRROLO[3,2-F] QUINAZOLINE-1,3-DIAMINE","DB08203",-6.5
"1-(1-HYDROXY-2,2,6,6-TETRAMETHYLPIPERIDIN-4-YL)PYRROLIDINE-2,5-DIONE","DB08227",-6.5
"6-(2-phenoxyethoxy)-1,3,5-triazine-2,4-diamine","DB08318",-6.5
"3-FLUORO-4-HYDROXYBENZALDEHYDE O-(CYCLOHEXYLCARBONYL)OXIME","DB08334",-6.5
"4-{[(Z)-(5-OXO-2-PHENYL-1,3-OXAZOL-4(5H)-YLIDENE)METHYL]AMINO}BUTANOIC ACID","DB08396",-6.5
"N-1,10-phenanthrolin-5-ylacetamide","DB08440",-6.5
"(3AR,6R,6AS)-6-((S)-((S)-CYCLOHEX-2-ENYL)(HYDROXY)METHYL)-6A-METHYL-4-OXO-HEXAHYDRO-2H-FURO[3,2-C]PYRROLE-6-CARBALDEHYDE","DB08515",-6.5
"3-methyl-N-(pyridin-4-ylmethyl)imidazo[1,2-a]pyrazin-8-amine","DB08533",-6.5
"(2S,3S)-3-FORMYL-2-({[(4-NITROPHENYL)SULFONYL]AMINO}METHYL)PENTANOIC ACID","DB08641",-6.5
"METHYL N-[(2S,3R)-3-AMINO-2-HYDROXY-3-(4-METHYLPHENYL)PROPANOYL]-D-ALANYL-D-LEUCINATE","DB08669",-6.5
"2,5-DIPHENYLFURAN-3,4-DICARBOXYLIC ACID","DB08702",-6.5
"5-ethoxy-4-(1-methyl-7-oxo-3-propyl-6,7-dihydro-1H-pyrazolo[4,3-d]pyrimidin-5-yl)thiophene-2-sulfonamide","DB08729",-6.5
"(2R,3R)-N^1^-[(1S)-2,2-DIMETHYL-1-(METHYLCARBAMOYL)PROPYL]-N^4^-HYDROXY-2-(2-METHYLPROPYL)-3-{[(1,3-THIAZOL-2-YLCARBONYL)AMINO]METHYL}BUTANEDIAMIDE","DB08733",-6.5
"RALOXIFENE CORE","DB08773",-6.5
"2-(4-CHLORO-PHENYLAMINO)-NICOTINIC ACID","DB08784",-6.5
"4-(2,4-dichlorophenyl)-5-phenyldiazenyl-pyrimidin-2-amine","DB08787",-6.5
"Sulfamoxole","DB08798",-6.5
"Fursultiamine","DB08966",-6.5
"Eperisone","DB08992",-6.5
"Enviomycin","DB08993",-6.5
"Befunolol","DB09013",-6.5
"β-Hydroxythiofentanyl","DB09170",-6.5
"Clonixin","DB09218",-6.5
"Acrivastine","DB09488",-6.5
"Pravastatin","DB00175",-6.4
"Lovastatin","DB00227",-6.4
"Cladribine","DB00242",-6.4
"Idoxuridine","DB00249",-6.4
"Tenofovir","DB00300",-6.4
"Floxuridine","DB00322",-6.4
"Sulfadiazine","DB00359",-6.4
"Procyclidine","DB00387",-6.4
"Nabilone","DB00486",-6.4
"Pentostatin","DB00552",-6.4
"Atropine","DB00572",-6.4
"Lactulose","DB00581",-6.4
"Sulfametopyrazine","DB00664",-6.4
"Tamsulosin","DB00706",-6.4
"Deferoxamine","DB00746",-6.4
"Mesoridazine","DB00933",-6.4
"Ramelteon","DB00980",-6.4
"Sulfamethoxazole","DB01015",-6.4
"Lubiprostone","DB01046",-6.4
"Atorvastatin","DB01076",-6.4
"Oxamniquine","DB01096",-6.4
"Capecitabine","DB01101",-6.4
"Carvedilol","DB01136",-6.4
"Diphenidol","DB01231",-6.4
"Almitrine","DB01430",-6.4
"Aceprometazine","DB01615",-6.4
"Phenindamine","DB01619",-6.4
"Methacrylyl-Coenzyme A","DB01675",-6.4
"Aicar","DB01700",-6.4
"{3-[3-(3,4-Dimethoxy-Phenyl)-1-(1-{1-[2-(3,4,5-Trimethoxy-Phenyl)-Butyryl]-Piperidin-2yl}-Vinyloxy)-Propyl]-Phenoxy}-Acetic Acid","DB01723",-6.4
"Piclamilast","DB01791",-6.4
"Oxidized Coenzyme A","DB01846",-6.4
"Inhibitor of P38 Kinase","DB01953",-6.4
"2-(Pyrido[1,2-E]Purin-4-Yl)Amino-Ethanol","DB01994",-6.4
"5-(Aminomethyl)-6-(2,4-Dichlorophenyl)-2-(3,5-Dimethoxyphenyl)Pyrimidin-4-Amine","DB02004",-6.4
"4-{2,6,8-Trioxo-9-[(2r,3s,4r)-2,3,4,5-Tetrahydroxypentyl]-1,2,3,6,8,9-Hexahydro-7h-Purin-7-Yl}Butyl Dihydrogen Phosphate","DB02135",-6.4
"(1s)-1-(9-Deazaadenin-9-Yl)-1,4,5-Trideoxy-1,4-Imino-5-Methylthio-D-Ribitol","DB02158",-6.4
"N-Sulfo-Flavin Mononucleotide","DB02164",-6.4
"2,6-Diamino-(S)-9-[2-(Phosphonomethoxy)Propyl]Purine","DB02222",-6.4
"Heparin Disaccharide Iii-S","DB02353",-6.4
"Alpha,Beta-Methyleneadenosine-5'-Triphosphate","DB02596",-6.4
"1-O-[P-Nitrophenyl]-Beta-D-Galactopyranose","DB02632",-6.4
"2-(4-Morpholinyl)-8-Phenyl-4h-1-Benzopyran-4-One","DB02656",-6.4
"7-Hydroxy-2-Oxo-Chromene-3-Carboxylic Acid Ethyl Ester","DB02728",-6.4
"9-amino-n-[3-(dimethylamino)propyl]acridine-4-carboxamide","DB02842",-6.4
"N-(3-Propylcarbamoyloxirane-2-Carbonyl)-Isoleucyl-Proline","DB02855",-6.4
"Gluco-Phenylimidazole","DB02862",-6.4
"PNU177836","DB02977",-6.4
"Thymidine-5'-(Dithio)Phosphate","DB02980",-6.4
"3-{2,6,8-Trioxo-9-[(2r,3s,4r)-2,3,4,5-Tetrahydroxypentyl]-1,2,3,6,8,9-Hexahydro-7h-Purin-7-Yl}Propyl Dihydrogen Phosphate","DB03022",-6.4
"Pmp-Hydroxyisoxazole, Pyridoxamine-5-Phosphate-Hydroxyisoxazole","DB03097",-6.4
"PAS219","DB03114",-6.4
"2-Carboxypropyl-Coenzyme A","DB03117",-6.4
"Tubercidin","DB03172",-6.4
"Alpha-Fluoro-Carboxymethyldethia Coenzyme a Complex","DB03182",-6.4
"Uridine-5'-Diphosphate","DB03435",-6.4
"2'-Deoxyuridine 3'-Monophosphate","DB03448",-6.4
"9-Butyl-8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9h-Purin-6-Ylamine","DB03504",-6.4
"Benzoyl-Arginine-Alanine-Methyl Ketone","DB03536",-6.4
"WRR-99","DB03573",-6.4
"3-Deoxyguanosine","DB03609",-6.4
"1,3-Di(N-Propyloxy-a-Mannopyranosyl)-Carbomyl 5-Methyazido-Benzene","DB03634",-6.4
"1-(5'-Phospho-Beta-D-Ribofuranosyl)Barbituric Acid","DB03668",-6.4
"WRR-112","DB03691",-6.4
"4-((3r,4s,5r)-4-Amino-3,5-Dihydroxy-Hex-1-Ynyl)-5-Fluoro-3-[1-(3-Methoxy-1h-Pyrrol-2-Yl)-Meth-(Z)-Ylidene]-1,3-Dihydro-Indol-2-One","DB03737",-6.4
"D-Eritadenine","DB03769",-6.4
"2'-deoxyuridylic acid","DB03800",-6.4
"Inhibitor Msa367","DB03803",-6.4
"MT-Immucillin-H","DB03881",-6.4
"6-(Oxalyl-Amino)-1h-Indole-5-Carboxylic Acid","DB04001",-6.4
"2,3-Dicarboxy-4-(2-Chloro-Phenyl)-1-Ethyl-5-Isopropoxycarbonyl-6-Methyl-Pyridinium","DB04055",-6.4
"2-Amino-Adenosine","DB04102",-6.4
"Threonine Derivative","DB04150",-6.4
"2-Fluoro-2-Deoxy-Beta-D-Galactopyranosyl-Beta-D-Glucopyranose","DB04155",-6.4
"7,8-Dihydrobiopterin","DB04400",-6.4
"3-(4-Amino-1-Tert-Butyl-1h-Pyrazolo[3,4-D]Pyrimidin-3-Yl)Phenol","DB04463",-6.4
"Afimoxifene","DB04468",-6.4
"3'-Azido-3'-Deoxythymidine-5'-Diphosphate","DB04542",-6.4
"Chromophore (Gly-Tyr-Gly)","DB04567",-6.4
"METOPRINE, METHODICHLOROPHEN","DB04655",-6.4
"1,3,4-TRIHYDROXY-5-(3-PHENOXYPROPYL)-CYCLOHEXANE-1-CARBOXYLIC A CID","DB04656",-6.4
"Dansyllysine","DB04676",-6.4
"H TYPE I TRISACCHARIDE","DB04679",-6.4
"2-{5-[3-(6-BENZOYL-1-PROPYLNAPHTHALEN-2-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID","DB04689",-6.4
"(E)-(S)-4-[(S)-2-((S)-2-TERT-BUTOXYCARBONYLAMINO-3-METHYL-BUTYRYLAMINO)-2-PHENYL-ACETYLAMINO]-5-(2-OXO-PYRROLIDIN-3-YL)-PENT-2-ENOIC ACID ETHYL ESTER","DB04692",-6.4
"GENTAMICIN C1A","DB04729",-6.4
"Myxothiazol","DB04741",-6.4
"OXIMINOARYLSULFONAMIDE","DB04748",-6.4
"Tagetitoxin","DB04788",-6.4
"Zomepirac","DB04828",-6.4
"Ospemifene","DB04938",-6.4
"Arimoclomol","DB05025",-6.4
"Rotigotine","DB05271",-6.4
"Silodosin","DB06207",-6.4
"Peramivir","DB06614",-6.4
"Lumefantrine","DB06708",-6.4
"Lodoxamide","DB06794",-6.4
"(6-[4-(AMINOMETHYL)-2,6-DIMETHYLPHENOXY]-2-{[4-(AMINOMETHYL)PHENYL]AMINO}-5-BROMOPYRIMIDIN-4-YL)METHANOL","DB06874",-6.4
"4-(1-methyl-1-phenylethyl)phenol","DB06902",-6.4
"N-(4-carbamimidoylbenzyl)-1-(4-methylpentanoyl)-L-prolinamide","DB06936",-6.4
"2-ANILINO-6-CYCLOHEXYLMETHOXYPURINE","DB06948",-6.4
"5-HYDROXY-3-[(1R)-1-(1H-PYRROL-2-YL)ETHYL]-2H-INDOL-2-ONE","DB07033",-6.4
"(4-{4-[(TERT-BUTOXYCARBONYL)AMINO]-2,2-BIS(ETHOXYCARBONYL)BUTYL}PHENYL)SULFAMIC ACID","DB07068",-6.4
"5,5-dimethyl-2-morpholin-4-yl-5,6-dihydro-1,3-benzothiazol-7(4H)-one","DB07073",-6.4
"6-AMINO-BENZO[DE]ISOQUINOLINE-1,3-DIONE","DB07096",-6.4
"4-BROMO-3-(CARBOXYMETHOXY)-5-PHENYLTHIOPHENE-2-CARBOXYLIC ACID","DB07130",-6.4
"N-cyclopropyl-4-pyrazolo[1,5-b]pyridazin-3-ylpyrimidin-2-amine","DB07164",-6.4
"7-(5-DEOXY-BETA-D-RIBOFURANOSYL)-5-IODO-7H-PYRROLO[2,3-D]PYRIMIDIN-4-AMINE","DB07173",-6.4
"3-{[(1R)-1-phenylethyl]amino}-4-(pyridin-4-ylamino)cyclobut-3-ene-1,2-dione","DB07234",-6.4
"1-[(2-AMINO-4-CHLORO-5-METHYLPHENYL)SULFONYL]-L-PROLINE","DB07273",-6.4
"5-(2-CHLOROBENZYL)-2-FUROIC ACID","DB07308",-6.4
"O-(((1R)-((N-(PHENYL-METHOXY-CARBONYL)-ALANYL)-AMINO)METHYL)HYDROXYPHOSPHINYL)3-L-PHENYLLACTATE","DB07351",-6.4
"3-fluoro-6-(4-fluorophenyl)-2-hydroxy-6-oxohexa-2,4-dienoic acid","DB07510",-6.4
"N-[(2R,3S)-3-AMINO-2-HYDROXY-4-PHENYLBUTYL]NAPHTHALENE-2-SULFONAMIDE","DB07522",-6.4
"N-phenyl-1H-pyrrolo[2,3-b]pyridin-3-amine","DB07524",-6.4
"3-(3-methoxybenzyl)-1H-pyrrolo[2,3-b]pyridine","DB07525",-6.4
"N-[4-({[5-(DIMETHYLAMINO)-1-NAPHTHYL]SULFONYL}AMINO)BUTYL]-3-SULFANYLPROPANAMIDE","DB07526",-6.4
"CIS-4-METHYL-N-[(1S)-3-(METHYLSULFANYL)-1-(PYRIDIN-4-YLCARBAMOYL)PROPYL]CYCLOHEXANECARBOXAMIDE","DB07569",-6.4
"N-[1-(AMINOMETHYL)CYCLOPROPYL]-3-(BENZYLSULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-HYDROXYPHENYL)ETHYL]-L-ALANINAMIDE","DB07589",-6.4
"bis(4-hydroxyphenyl)methanone","DB07635",-6.4
"3-ETHYL-2-(4-HYDROXYPHENYL)-2H-INDAZOL-5-OL","DB07712",-6.4
"6-(3-METHYL-1,4-DIOXO-1,4-DIHYDRONAPHTHALEN-2-YL)HEXANOIC ACID","DB07714",-6.4
"(2E)-3-(4-CHLOROPHENYL)-N-HYDROXYACRYLAMIDE","DB07819",-6.4
"6-CHLORO-4-(CYCLOHEXYLSULFINYL)-3-PROPYLQUINOLIN-2(1H)-ONE","DB07869",-6.4
"N-[(1S)-1-{1-[(1R,3E)-1-ACETYLPENT-3-EN-1-YL]-1H-1,2,3-TRIAZOL-4-YL}-1,2-DIMETHYLPROPYL]BENZAMIDE","DB07878",-6.4
"5-CHLORO-6-METHYL-N-(2-PHENYLETHYL)-2-PYRIDIN-2-YLPYRIMIDIN-4-AMINE","DB07901",-6.4
"(2-CARBAMOYLMETHYL-5-PROPYL-OCTAHYDRO-INDOL-7-YL)ACETIC ACID","DB07958",-6.4
"N,N-DIETHYL-2-[(2-THIENYLCARBONYL)AMINO]-4,5,6,7-TETRAHYDRO-1-BENZOTHIOPHENE-3-CARBOXAMIDE","DB08032",-6.4
"2,6-dimethyl-4-[(E)-2-phenylethenyl]phenol","DB08100",-6.4
"2-((3'-METHYL-4'-HYDROXYPHENYL)AZO)BENZOIC ACID","DB08181",-6.4
"2-((3',5'-DIMETHOXY-4'-HYDROXYPHENYL)AZO)BENZOIC ACID","DB08196",-6.4
"4-(1,3-BENZOXAZOL-2-YL)-2,6-DIBROMOPHENOL","DB08206",-6.4
"3-{ISOPROPYL[(TRANS-4-METHYLCYCLOHEXYL)CARBONYL]AMINO}-5-PHENYLTHIOPHENE-2-CARBOXYLIC ACID","DB08279",-6.4
"(1R,2R)-N-(2-AMINOETHYL)-2-{[(4-METHOXYPHENYL)SULFONYL]METHYL}CYCLOHEXANECARBOXAMIDE","DB08287",-6.4
"N-[(2R)-2-{[(2S)-2-(1,3-benzoxazol-2-yl)pyrrolidin-1-yl]carbonyl}hexyl]-N-hydroxyformamide","DB08310",-6.4
"PARA-NITROPHENYLPHOSPHONOBUTANOYL-GLYCINE","DB08394",-6.4
"METHYLAMINO-PHENYLALANYL-LEUCYL-HYDROXAMIC ACID","DB08403",-6.4
"3-{[(2,2,5,5-TETRAMETHYL-1-OXO-4-PHENYL-2,5-DIHYDRO-1H-PYRROLIUM-3-YL)METHYL]DISULFANYL}-D-ALANINE","DB08456",-6.4
"5-[2-(4-hydroxyphenyl)ethyl]benzene-1,3-diol","DB08466",-6.4
"Triclosan","DB08604",-6.4
"3-(HYDROXY-PHENYL-PHOSPHINOYLOXY)-8-METHYL-8-AZA-BICYCLO[3.2.1]OCTANE-2-CARBOXYLIC ACID METHYL ESTER","DB08618",-6.4
"N-(TRANS-4'-NITRO-4-STILBENYL)-N-METHYL-5-AMINO-PENTANOIC ACID","DB08635",-6.4
"3-[1-(4-BROMO-PHENYL)-2-METHYL-PROPYL]-4-HYDROXY-CHROMEN-2-ONE","DB08662",-6.4
"N-(5-ISOPROPYL-THIAZOL-2-YL)-2-PYRIDIN-3-YL-ACETAMIDE","DB08677",-6.4
"N-[4-CLORO-3-(T-BUTYLOXOME)PHENYL-2-METHYL-3-FURAN-CARBOTHIAMIDE","DB08680",-6.4
"[(2S)-4-methyl-3-oxo-2,3,4,5-tetrahydro-1H-1,4-benzodiazepin-2-yl]acetic acid","DB08717",-6.4
"L-PROLINE, 1-[(2S)-3-MERCAPTO-2-METHYL-1-OXOPROPYL]-4-(PHENYLTHIO)-, 4S","DB08766",-6.4
"Hexoprenaline","DB08957",-6.4
"Hexestrol","DB08959",-6.4
"Firocoxib","DB09217",-6.4
"Propacetamol","DB09288",-6.4
"Thiamine","DB00152",-6.3
"Vidarabine","DB00194",-6.3
"Methyclothiazide","DB00232",-6.3
"Anagrelide","DB00261",-6.3
"Cefmetazole","DB00274",-6.3
"Disopyramide","DB00280",-6.3
"Travoprost","DB00287",-6.3
"Bupivacaine","DB00297",-6.3
"Clobazam","DB00349",-6.3
"Aminoglutethimide","DB00357",-6.3
"Tetrahydrobiopterin","DB00360",-6.3
"Oxyphencyclimine","DB00383",-6.3
"Gemcitabine","DB00441",-6.3
"Tolmetin","DB00500",-6.3
"Haloperidol","DB00502",-6.3
"Hydroxyzine","DB00557",-6.3
"Adenosine","DB00640",-6.3
"Dyclonine","DB00645",-6.3
"Lisinopril","DB00722",-6.3
"Tirofiban","DB00775",-6.3
"Propiomazine","DB00777",-6.3
"Naproxen","DB00788",-6.3
"Chlorothiazide","DB00880",-6.3
"Didanosine","DB00900",-6.3
"Dinoprostone","DB00917",-6.3
"Mepivacaine","DB00961",-6.3
"Leflunomide","DB01097",-6.3
"Cefuroxime","DB01112",-6.3
"Moclobemide","DB01171",-6.3
"Levobunolol","DB01210",-6.3
"Arformoterol","DB01274",-6.3
"Procaterol","DB01366",-6.3
"Glycodiazine","DB01382",-6.3
"Glutethimide","DB01437",-6.3
"Metrizamide","DB01578",-6.3
"Acepromazine","DB01614",-6.3
"Isopropamide","DB01625",-6.3
"Ribavirin Monophosphate","DB01693",-6.3
"Bis(Adenosine)-5'-Pentaphosphate","DB01717",-6.3
"1-Ter-Butyl-3-P-Tolyl-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine","DB01809",-6.3
"Beta-D-Glucopyranose Spirohydantoin","DB01823",-6.3
"Cordycepin Triphosphate","DB01860",-6.3
"1-O-[O-Nitrophenyl]-Beta-D-Galactopyranose","DB01920",-6.3
"2'-Chloro-Biphenyl-2,3-Diol","DB01925",-6.3
"Olomoucine","DB02116",-6.3
"[1-(3-Hydroxy-2-Oxo-1-Phenethyl-Propylcarbamoyl)2-Phenyl-Ethyl]-Carbamic Acid Pyridin-4-Ylmethyl Ester","DB02128",-6.3
"O-Trifluoromethylphenyl Anthranilic Acid","DB02179",-6.3
"Formycin","DB02281",-6.3
"5'-Deoxy-5'-Methylthioadenosine","DB02282",-6.3
"2-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Imino]-5-Phosphono-Pent-3-Enoic Acid","DB02328",-6.3
"Methyl-2-S-(Alpha-D-Mannopyranosyl)-2-Thio-Alpha-D-Mannopyranoside","DB02422",-6.3
"Cytosine Arabinose-5'-Phosphate","DB02456",-6.3
"Hydantocidin-5'-Phosphate","DB02493",-6.3
"5-N-Acetyl-4-Amino-6-Diethylcarboxamide-4,5-Dihydro-2h-Pyran-2-Carboxylic Acid","DB02529",-6.3
"Undecyl-Beta-D-Maltopyranoside","DB02686",-6.3
"Resveratrol","DB02709",-6.3
"4-{2,6,8-Trioxo-9-[(2s,3r,4r)-2,3,4,5-Tetrahydroxypentyl]-1,2,3,6,8,9-Hexahydro-7h-Purin-7-Yl}Butyl Dihydrogen Phosphate","DB02711",-6.3
"4-(4-Hydroxy-3-Isopropylphenylthio)-2-Isopropylphenol","DB02881",-6.3
"Methylthioinosine","DB02896",-6.3
"Coa-S-Acetyl Tryptamine","DB02931",-6.3
"N-(2-Thienylmethyl)-2,5-Thiophenedisulfonamide","DB02986",-6.3
"Glutathione Sulfonic Acid","DB03003",-6.3
"3r-Hydroxydecanoyl-Coa","DB03192",-6.3
"Thiocellobiose","DB03263",-6.3
"2'-Deoxymaltose","DB03281",-6.3
"N-Succinyl Phenylglycine","DB03299",-6.3
"Cytidine-5'-Monophosphate","DB03403",-6.3
"Deoxyuridine-5'-Diphosphate","DB03413",-6.3
"Diacetyldeuteroheme","DB03418",-6.3
"1-[4-Carboxy-2-(3-Pentylamino)Phenyl]-5,5'-Di(Hydroxymethyl)Pyrrolidin-2-One","DB03475",-6.3
"5,10-Dimethylene Tetrahydromethanopterin","DB03481",-6.3
"N-{3-[4-(3-Amino-Propyl)-Piperazin-1-Yl]-Propyl}-3-(2-Thiophen-2-Yl-Acetylamino)-5-(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yloxy)-Benzamide","DB03524",-6.3
"Z-Pro-Prolinal","DB03535",-6.3
"S-Benzyl-Glutathione","DB03602",-6.3
"[4-(4-Hydroxy-3-Iodo-Phenoxy)-3,5-Diiodo-Phenyl]-Acetic Acid","DB03604",-6.3
"2-(Acetylamino)-2-Deoxy-4-O-Beta-D-Galactopyranosyl-Alpha-D-Glucopyranose","DB03618",-6.3
"4-Sulfonamide-[1-(4-Aminobutane)]Benzamide","DB03697",-6.3
"4-(1h-Imidazol-4-Yl)-3-(5-Ethyl-2,4-Dihydroxy-Phenyl)-1h-Pyrazole","DB03749",-6.3
"(3r,5r)-7-((1r,2r,6s,8r,8as)-2,6-Dimethyl-8-{[(2r)-2-Methylbutanoyl]Oxy}-1,2,6,7,8,8a-Hexahydronaphthalen-1-Yl)-3,5-Dihydroxyheptanoic Acid","DB03785",-6.3
"(3-{3-[[2-Chloro-3-(Trifluoromethyl)Benzyl](2,2-Diphenylethyl)Amino]Propoxy}Phenyl)Acetic Acid","DB03791",-6.3
"N-[Tosyl-D-Prolinyl]Amino-Ethanethiol","DB03818",-6.3
"Biopterin","DB03886",-6.3
"S-(N-Hydroxy-N-Bromophenylcarbamoyl)Glutathione","DB03889",-6.3
"N-Ethyl Retinamide","DB03917",-6.3
"[2-(Methyleneamine)-4-(4-Hydroxy-Benzylidine)-5-Oxo-4,5-Dihydro-Imidazol-1-Yl]-Acetaldehyde","DB03998",-6.3
"(3r)-4-(P-Toluenesulfonyl)-1,4-Thiazane-3-Carboxylicacid-L-Leucine","DB04012",-6.3
"4-Hydroxybenzyl Coenzyme A","DB04067",-6.3
"Indole-3-Glycerol Phosphate","DB04143",-6.3
"Sparsomycin","DB04222",-6.3
"Tetra(Imidazole)Diaquacopper (I)","DB04231",-6.3
"S-(3-Iodobenzyl)Glutathione","DB04341",-6.3
"R-2-{[4'-Methoxy-(1,1'-Biphenyl)-4-Yl]-Sulfonyl}-Amino-6-Methoxy-Hex-4-Ynoic Acid","DB04416",-6.3
"4-O-(4,6-Dideoxy-4-{[4-[(4-O-Hexopyranosylhexopyranosyl)Oxy]-5,6-Dihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}Hexopyranosyl)Hexopyranose","DB04453",-6.3
"2,6-Diamino-8-(1h-Imidazol-2-Ylsulfanylmethyl)-3h-Quinazoline-4-One","DB04543",-6.3
"NITROCEFIN","DB04742",-6.3
"Purvalanol A","DB04751",-6.3
"2-[3,5-DICHLORO-4-(2-{2-[2(2-MERCAPTOETHOXY)ETHOXY]ETHOXY}ETHOXY)PHENYLAMINO]BENZOIC ACID","DB04756",-6.3
"N-PYRIDOXYL-D-GLUTAMIC ACID-5'-MONOPHOSPHATE","DB04762",-6.3
"Ticrynafen","DB04831",-6.3
"Fenretinide","DB05076",-6.3
"Ketobemidone","DB06738",-6.3
"(2R)-2-PHENYL-N-PYRIDIN-4-YLBUTANAMIDE","DB06890",-6.3
"(3S)-1-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}pyrrolidine-3-thiol","DB06943",-6.3
"6-AMINO-3,7-DIHYDRO-IMIDAZO[4,5-G]QUINAZOLIN-8-ONE","DB07012",-6.3
"beta-phenyl-D-phenylalanyl-N-propyl-L-prolinamide","DB07083",-6.3
"(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-[(R)-[(1R)-1-{[(BENZYLOXY)CARBONYL]AMINO}-2-METHYLPROPYL](HYDROXY)PHOSPHORYL]PROPANOIC ACID","DB07269",-6.3
"4-(2-amino-1,3-thiazol-4-yl)phenol","DB07292",-6.3
"1-[N-4'-NITROBENZYL-N-4'-CARBOXYBUTYLAMINO]METHYLPHOSPHONIC ACID","DB07329",-6.3
"octyl 3-amino-3-deoxy-2-O-(2,6-dideoxy-alpha-L-lyxo-hexopyranosyl)-beta-D-galactopyranoside","DB07341",-6.3
"6-PHENYL[5H]PYRROLO[2,3-B]PYRAZINE","DB07364",-6.3
"N'-((2S,3R)-3-AMINO-2-HYDROXY-5-(ISOPROPYLSULFANYL)PENTANOYL)-N-3-CHLOROBENZOYL HYDRAZIDE","DB07377",-6.3
"1,3-DIPHENYLUREA","DB07496",-6.3
"4-[3-(3-NITROPHENYL)-1,2,4-OXADIAZOL-5-YL]BUTANOIC ACID","DB07498",-6.3
"N-[(2R,3S)-3-AMINO-2-HYDROXY-4-PHENYLBUTYL]-4-METHOXY-2,3,6-TRIMETHYLBENZENESULFONAMIDE","DB07527",-6.3
"(2S)-1-(9H-Carbazol-4-yloxy)-3-(isopropylamino)propan-2-ol","DB07543",-6.3
"4-(2-aminoethoxy)-N-(2,5-diethoxyphenyl)-3,5-dimethylbenzamide","DB07625",-6.3
"4-(2-aminoethoxy)-N-(3-chloro-2-ethoxy-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide","DB07626",-6.3
"2-((3',5'-DIMETHYL-4'-HYDROXYPHENYL)AZO)BENZOIC ACID","DB07667",-6.3
"N-(3,5-dibromo-4-hydroxyphenyl)-4-hydroxy-3,5-dimethylbenzamide","DB07695",-6.3
"5-(3-HYDROXYPHENYL)ISOTHIAZOL-3(2H)-ONE 1,1-DIOXIDE","DB07730",-6.3
